#target name                                          accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#---------------------------------------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
ERZ477576.1077435-NODE-1077435-length-168-cov-4.79646 -         SSU_rRNA_archaea     RF01959   hmm     1315     1473      168        1      -     -    6 0.55   0.0   70.5   2.9e-18 !   -
ERZ477576.574-NODE-574-length-12354-cov-19.6544       -         SSU_rRNA_archaea     RF01959   hmm        8      256      258        3      -     -    6 0.50   0.0   69.7     5e-18 !   -
ERZ477576.4677-NODE-4677-length-3735-cov-57.7489      -         SSU_rRNA_archaea     RF01959   hmm     1317     1476     3735     3567      -     -    6 0.55   0.0   69.3   6.7e-18 !   -
ERZ477576.707004-NODE-707004-length-242-cov-1.48663   -         SSU_rRNA_archaea     RF01959   hmm       71      285      206        3      -     -    6 0.58   0.3   69.2     7e-18 !   -
ERZ477576.1086493-NODE-1086493-length-118-cov-5.71429 -         SSU_rRNA_archaea     RF01959   hmm     1246     1360        1      115      +     -    6 0.59   0.0   68.6   1.1e-17 !   -
ERZ477576.149159-NODE-149159-length-499-cov-2.0473    -         SSU_rRNA_archaea     RF01959   hmm        7      270      261        4      -     -    6 0.50   0.0   68.5   1.2e-17 !   -
ERZ477576.1029989-NODE-1029989-length-209-cov-1.09091 -         SSU_rRNA_archaea     RF01959   hmm     1098     1279      183        3      -     -    6 0.49   0.0   68.5   1.2e-17 !   -
ERZ477576.1073268-NODE-1073268-length-201-cov-1.77397 -         SSU_rRNA_archaea     RF01959   hmm      464      663      200        2      -     -    6 0.52   0.1   68.2   1.4e-17 !   -
ERZ477576.1081327-NODE-1081327-length-146-cov-6.81319 -         SSU_rRNA_archaea     RF01959   hmm     1002     1154      146        2      -     -    6 0.54   0.0   68.1   1.5e-17 !   -
ERZ477576.892996-NODE-892996-length-221-cov-1.28916   -         SSU_rRNA_archaea     RF01959   hmm       50      253      218        2      -     -    6 0.58   0.1   67.9   1.8e-17 !   -
ERZ477576.1084383-NODE-1084383-length-129-cov-6.09459 -         SSU_rRNA_archaea     RF01959   hmm      618      744      127        1      -     -    6 0.54   0.1   67.5   2.3e-17 !   -
ERZ477576.821154-NODE-821154-length-228-cov-11.4393   -         SSU_rRNA_archaea     RF01959   hmm     1315     1476        1      171      +     -    6 0.53   0.0   67.1   3.1e-17 !   -
ERZ477576.1080938-NODE-1080938-length-148-cov-5.49462 -         SSU_rRNA_archaea     RF01959   hmm     1004     1156      148        2      -     -    6 0.56   0.0   65.8   7.6e-17 !   -
ERZ477576.304771-NODE-304771-length-353-cov-2.11409   -         SSU_rRNA_archaea     RF01959   hmm        7      282      264        1      -     -    6 0.48   0.0   65.6   8.7e-17 !   -
ERZ477576.721154-NODE-721154-length-240-cov-1.70811   -         SSU_rRNA_archaea     RF01959   hmm     1196     1358      239       78      -     -    6 0.49   0.0   65.4     1e-16 !   -
ERZ477576.1075472-NODE-1075472-length-182-cov-25.5276 -         SSU_rRNA_archaea     RF01959   hmm      862     1035        1      180      +     -    6 0.54   0.0   64.4     2e-16 !   -
ERZ477576.1079718-NODE-1079718-length-155-cov-5.51    -         SSU_rRNA_archaea     RF01959   hmm     1145     1297        3      154      +     -    6 0.51   0.0   64.2   2.3e-16 !   -
ERZ477576.64790-NODE-64790-length-765-cov-1.51549     -         SSU_rRNA_archaea     RF01959   hmm        8      277      255        4      -     -    6 0.48   0.0   64.0   2.7e-16 !   -
ERZ477576.1081602-NODE-1081602-length-144-cov-131.82  -         SSU_rRNA_archaea     RF01959   hmm     1002     1150        2      142      +     -    6 0.51   0.0   63.7   3.2e-16 !   -
ERZ477576.788141-NODE-788141-length-232-cov-1.24294   -         SSU_rRNA_archaea     RF01959   hmm     1207     1388       21      204      +     -    6 0.50   0.0   62.1   9.9e-16 !   -
ERZ477576.5047-NODE-5047-length-3565-cov-6.33989      -         SSU_rRNA_archaea     RF01959   hmm        7      244     3346     3565      +     -    6 0.55   0.1   60.4   3.2e-15 !   -
ERZ477576.1081991-NODE-1081991-length-142-cov-96.1379 -         SSU_rRNA_archaea     RF01959   hmm     1003     1150      142        3      -     -    6 0.51   0.0   60.2   3.8e-15 !   -
ERZ477576.1078085-NODE-1078085-length-164-cov-12.2294 -         SSU_rRNA_archaea     RF01959   hmm       86      264        2      161      +     -    6 0.50   0.0   57.7   2.1e-14 !   -
ERZ477576.1087360-NODE-1087360-length-114-cov-8.83051 -         SSU_rRNA_archaea     RF01959   hmm      831      935        1      104      +     -    6 0.53   0.0   56.2   5.9e-14 !   -
ERZ477576.357409-NODE-357409-length-328-cov-1.32601   -         SSU_rRNA_archaea     RF01959   hmm      428      647      227        8      -     -    6 0.44   0.0   56.2     6e-14 !   -
ERZ477576.1062788-NODE-1062788-length-206-cov-1.50993 -         SSU_rRNA_archaea     RF01959   hmm      423      587       41      203      +     -    6 0.56   0.0   55.8   8.2e-14 !   -
ERZ477576.898020-NODE-898020-length-221-cov-0.825301  -         SSU_rRNA_archaea     RF01959   hmm      691      903       20      220      +     -    6 0.40   0.0   55.4     1e-13 !   -
ERZ477576.49540-NODE-49540-length-883-cov-12.1087     -         SSU_rRNA_archaea     RF01959   hmm     1334     1476        5      156      +     -    6 0.57   0.0   54.4   2.1e-13 !   -
ERZ477576.1074589-NODE-1074589-length-189-cov-12.9627 -         SSU_rRNA_archaea     RF01959   hmm      473      655        2      183      +     -    6 0.42   0.0   54.2   2.4e-13 !   -
ERZ477576.751469-NODE-751469-length-236-cov-2.07735   -         SSU_rRNA_archaea     RF01959   hmm       37      255       13      234      +     -    6 0.48   0.0   53.9     3e-13 !   -
ERZ477576.1080022-NODE-1080022-length-153-cov-6.45918 -         SSU_rRNA_archaea     RF01959   hmm     1334     1471      149        1      -     -    6 0.57   0.0   53.2   4.7e-13 !   -
ERZ477576.1080768-NODE-1080768-length-149-cov-10.9255 -         SSU_rRNA_archaea     RF01959   hmm     1329     1465        3      148      +     -    6 0.62   0.1   52.0   1.1e-12 !   -
ERZ477576.20917-NODE-20917-length-1467-cov-25.3251    -         SSU_rRNA_archaea     RF01959   hmm     1329     1476        3      160      +     -    6 0.61   0.1   51.8   1.3e-12 !   -
ERZ477576.1060556-NODE-1060556-length-206-cov-2.2649  -         SSU_rRNA_archaea     RF01959   hmm      325      514        1      206      +     -    6 0.57   0.2   49.4   6.7e-12 !   -
ERZ477576.841472-NODE-841472-length-226-cov-1.57895   -         SSU_rRNA_archaea     RF01959   hmm       90      316        3      224      +     -    6 0.52   0.1   49.2   8.1e-12 !   -
ERZ477576.1082951-NODE-1082951-length-137-cov-5.63415 -         SSU_rRNA_archaea     RF01959   hmm      614      743      130        1      -     -    6 0.46   0.0   48.3   1.5e-11 !   -
ERZ477576.1077121-NODE-1077121-length-170-cov-64.0696 -         SSU_rRNA_archaea     RF01959   hmm      198      348       16      166      +     -    6 0.52   0.0   47.4   2.8e-11 !   -
ERZ477576.949563-NODE-949563-length-216-cov-1.04348   -         SSU_rRNA_archaea     RF01959   hmm      637      845        2      216      +     -    6 0.42   0.0   46.7   4.6e-11 !   -
ERZ477576.1077469-NODE-1077469-length-168-cov-3.32743 -         SSU_rRNA_archaea     RF01959   hmm      484      641      159        3      -     -    6 0.44   0.0   46.4   5.5e-11 !   -
ERZ477576.1079864-NODE-1079864-length-154-cov-5.32323 -         SSU_rRNA_archaea     RF01959   hmm      892     1035        2      152      +     -    6 0.52   0.0   45.9   7.7e-11 !   -
ERZ477576.965463-NODE-965463-length-214-cov-2.11321   -         SSU_rRNA_archaea     RF01959   hmm     1034     1228        3      213      +     -    6 0.49   0.0   45.5     1e-10 !   -
ERZ477576.999133-NODE-999133-length-211-cov-80.1731   -         SSU_rRNA_archaea     RF01959   hmm      300      489      209        4      -     -    6 0.58   0.3   45.5   1.1e-10 !   -
ERZ477576.1081401-NODE-1081401-length-145-cov-38.5    -         SSU_rRNA_archaea     RF01959   hmm     1315     1448        1      145      +     -    6 0.62   0.1   44.8   1.7e-10 !   -
ERZ477576.1048876-NODE-1048876-length-207-cov-1.80263 -         SSU_rRNA_archaea     RF01959   hmm       71      253      180        3      -     -    6 0.52   0.1   43.4   4.3e-10 !   -
ERZ477576.246657-NODE-246657-length-390-cov-2.9791    -         SSU_rRNA_archaea     RF01959   hmm      325      538       17      245      +     -    6 0.46   0.0   43.2   5.2e-10 !   -
ERZ477576.796761-NODE-796761-length-231-cov-1.29545   -         SSU_rRNA_archaea     RF01959   hmm       28      236        8      230      +     -    6 0.44   0.0   42.3   9.5e-10 !   -
ERZ477576.97408-NODE-97408-length-619-cov-2.39716     -         SSU_rRNA_archaea     RF01959   hmm        3      374       69      533      +     -    6 0.43   0.0   42.1   1.1e-09 !   -
ERZ477576.1080581-NODE-1080581-length-150-cov-5.23158 -         SSU_rRNA_archaea     RF01959   hmm      892     1033      149        1      -     -    6 0.51   0.0   41.9   1.3e-09 !   -
ERZ477576.1080012-NODE-1080012-length-153-cov-7.88776 -         SSU_rRNA_archaea     RF01959   hmm      892     1033      152        1      -     -    6 0.52   0.0   41.6   1.5e-09 !   -
ERZ477576.1079784-NODE-1079784-length-154-cov-209.354 -         SSU_rRNA_archaea     RF01959   hmm      890     1035      153        1      -     -    6 0.49   0.0   41.0   2.4e-09 !   -
ERZ477576.203856-NODE-203856-length-428-cov-1.10724   -         SSU_rRNA_archaea     RF01959   hmm      690      776      423      337      -     -    6 0.46   0.0   40.4   3.5e-09 !   -
ERZ477576.1085453-NODE-1085453-length-123-cov-20.2647 -         SSU_rRNA_archaea     RF01959   hmm     1040     1166      123        4      -     -    6 0.57   0.0   40.3   3.9e-09 !   -
ERZ477576.1088278-NODE-1088278-length-111-cov-7.78571 -         SSU_rRNA_archaea     RF01959   hmm      654      753      101        2      -     -    6 0.48   0.0   38.9     1e-08 !   -
ERZ477576.989434-NODE-989434-length-212-cov-1.54777   -         SSU_rRNA_archaea     RF01959   hmm      355      549        2      212      +     -    6 0.48   0.0   38.5   1.4e-08 !   -
ERZ477576.71272-NODE-71272-length-727-cov-2.87202     -         SSU_rRNA_archaea     RF01959   hmm        7      225      234        1      -     -    6 0.48   0.0   38.4   1.4e-08 !   -
ERZ477576.1089966-NODE-1089966-length-107-cov-11.5385 -         SSU_rRNA_archaea     RF01959   hmm     1003     1114      107        2      -     -    6 0.54   0.0   37.3   3.1e-08 !   -
ERZ477576.47919-NODE-47919-length-900-cov-8.59172     -         SSU_rRNA_archaea     RF01959   hmm     1415     1476      898      837      -     -    6 0.61   0.0   37.2   3.4e-08 !   -
ERZ477576.1089922-NODE-1089922-length-107-cov-39.4231 -         SSU_rRNA_archaea     RF01959   hmm     1003     1114        1      106      +     -    6 0.53   0.0   37.1   3.6e-08 !   -
ERZ477576.1060495-NODE-1060495-length-206-cov-2.40397 -         SSU_rRNA_archaea     RF01959   hmm        7      163       45      202      +     -    6 0.47   0.0   36.4   5.7e-08 !   -
ERZ477576.358706-NODE-358706-length-327-cov-168.956   -         SSU_rRNA_archaea     RF01959   hmm     1417     1476        3       62      +     -    6 0.60   0.0   34.8   1.8e-07 !   -
ERZ477576.883928-NODE-883928-length-222-cov-1.1018    -         SSU_rRNA_archaea     RF01959   hmm        2      101      127      221      +     -    6 0.43   0.0   33.5   4.4e-07 !   -
ERZ477576.1074599-NODE-1074599-length-189-cov-9.73134 -         SSU_rRNA_archaea     RF01959   hmm        7      159       17      185      +     -    6 0.47   0.0   32.7   7.8e-07 !   -
ERZ477576.81187-NODE-81187-length-679-cov-4.91667     -         SSU_rRNA_archaea     RF01959   hmm     1426     1476        2       52      +     -    6 0.59   0.0   32.0   1.2e-06 !   -
ERZ477576.474588-NODE-474588-length-289-cov-1.30769   -         SSU_rRNA_archaea     RF01959   hmm     1396     1476       56      136      +     -    6 0.54   0.0   32.0   1.2e-06 !   -
ERZ477576.977740-NODE-977740-length-213-cov-1.72152   -         SSU_rRNA_archaea     RF01959   hmm        7      161      194        9      -     -    6 0.59   0.0   31.6   1.6e-06 !   -
ERZ477576.1085125-NODE-1085125-length-125-cov-18.4143 -         SSU_rRNA_archaea     RF01959   hmm     1400     1471       72        1      -     -    6 0.53   0.0   29.9   5.5e-06 !   -
ERZ477576.1091237-NODE-1091237-length-103-cov-6.5625  -         SSU_rRNA_archaea     RF01959   hmm      192      287      101        6      -     -    6 0.48   0.0   29.6   6.8e-06 !   -
ERZ477576.1083638-NODE-1083638-length-133-cov-3.16667 -         SSU_rRNA_archaea     RF01959   hmm        8      140        3      133      +     -    6 0.56   0.0   29.1   9.3e-06 !   -
ERZ477576.1084149-NODE-1084149-length-130-cov-6.62667 -         SSU_rRNA_archaea     RF01959   hmm       10      140      129        1      -     -    6 0.59   0.0   28.5   1.4e-05 !   -
ERZ477576.836964-NODE-836964-length-227-cov-0.912791  -         SSU_rRNA_archaea     RF01959   hmm      198      372      187       13      -     -    6 0.47   0.0   27.8   2.3e-05 !   -
ERZ477576.488178-NODE-488178-length-285-cov-5.38261   -         SSU_rRNA_archaea     RF01959   hmm     1429     1476      284      237      -     -    6 0.56   0.0   27.8   2.4e-05 !   -
ERZ477576.345759-NODE-345759-length-333-cov-1.51079   -         SSU_rRNA_archaea     RF01959   hmm      220      378      127      287      +     -    6 0.53   0.0   27.7   2.5e-05 !   -
ERZ477576.1075805-NODE-1075805-length-180-cov-2.048   -         SSU_rRNA_archaea     RF01959   hmm       10      162        2      168      +     -    6 0.50   0.0   27.4   3.1e-05 !   -
ERZ477576.716275-NODE-716275-length-241-cov-1.11828   -         SSU_rRNA_archaea     RF01959   hmm      857     1065        2      180      +     -    6 0.45   0.0   27.3   3.3e-05 !   -
ERZ477576.263617-NODE-263617-length-378-cov-1.82663   -         SSU_rRNA_archaea     RF01959   hmm     1410     1476       14       80      +     -    6 0.58   0.0   27.3   3.4e-05 !   -
ERZ477576.1084410-NODE-1084410-length-129-cov-4.40541 -         SSU_rRNA_archaea     RF01959   hmm      514      641      129        3      -     -    6 0.43   0.0   27.3   3.4e-05 !   -
ERZ477576.10844-NODE-10844-length-2214-cov-4.44697    -         SSU_rRNA_archaea     RF01959   hmm     1425     1476        2       53      +     -    6 0.50   0.0   26.0   7.9e-05 !   -
ERZ477576.11666-NODE-11666-length-2116-cov-2.2164     -         SSU_rRNA_archaea     RF01959   hmm     1425     1476        2       53      +     -    6 0.50   0.0   26.0   7.9e-05 !   -
ERZ477576.20201-NODE-20201-length-1499-cov-2.69252    -         SSU_rRNA_archaea     RF01959   hmm     1425     1476        2       53      +     -    6 0.50   0.0   26.0   7.9e-05 !   -
ERZ477576.100977-NODE-100977-length-608-cov-2.13382   -         SSU_rRNA_archaea     RF01959   hmm     1425     1476      607      556      -     -    6 0.60   0.0   25.9   8.9e-05 !   -
ERZ477576.1091357-NODE-1091357-length-103-cov-2.91667 -         SSU_rRNA_archaea     RF01959   hmm      484      570       10       96      +     -    6 0.47   0.0   24.9   0.00017 !   -
ERZ477576.1072901-NODE-1072901-length-204-cov-2.61074 -         SSU_rRNA_archaea     RF01959   hmm      324      479      204        7      -     -    6 0.51   0.1   24.6   0.00021 !   -
ERZ477576.56643-NODE-56643-length-821-cov-14.7611     -         SSU_rRNA_archaea     RF01959   hmm     1428     1476      820      772      -     -    6 0.59   0.0   24.0   0.00032 !   -
ERZ477576.511988-NODE-511988-length-279-cov-4.45089   -         SSU_rRNA_archaea     RF01959   hmm     1431     1476        1       46      +     -    6 0.59   0.0   23.9   0.00034 !   -
ERZ477576.1089219-NODE-1089219-length-109-cov-19.1852 -         SSU_rRNA_archaea     RF01959   hmm      967     1034       68        1      -     -    6 0.56   0.0   22.4     0.001 !   -
ERZ477576.1091547-NODE-1091547-length-102-cov-45.7021 -         SSU_rRNA_archaea     RF01959   hmm      208      303       98        3      -     -    6 0.51   0.0   20.5    0.0037 !   -
ERZ477576.1091596-NODE-1091596-length-102-cov-12.7872 -         SSU_rRNA_archaea     RF01959   hmm      208      303       98        3      -     -    6 0.52   0.0   20.2    0.0045 !   -
ERZ477576.1084903-NODE-1084903-length-126-cov-42.2535 -         SSU_rRNA_archaea     RF01959   hmm     1435     1476        1       42      +     -    6 0.57   0.0   19.0     0.011 ?   -
ERZ477576.821125-NODE-821125-length-228-cov-112.474   -         SSU_rRNA_archaea     RF01959   hmm     1437     1476        1       40      +     -    6 0.60   0.0   16.6     0.057 ?   -
